,budget,popularity,runtime,revenue,revenue_M,budget_M,belongs_to_collection_size,cast_size,crew_size,flg_homepage,flg_belongs_to_collection_size,genres_Adventure,actors_Tyrese Gibson,movie_Director_Peter Jackson
292,65000000,10.543955,137.0,163442937,163.44,65.0,0,79.0,92.0,1,0,0,0,0
293,0,1.7919650000000003,110.0,310724,0.31,0.0,0,24.0,8.0,0,0,0,0,0
294,160000000,26.628178000000002,137.0,653428261,653.43,160.0,1,51.0,116.0,1,1,1,0,0
295,0,1.763116,99.0,5873871,5.87,0.0,1,29.0,8.0,0,1,0,0,0
296,60000000,4.924078,104.0,52322400,52.32,60.0,0,23.0,67.0,0,0,0,0,0
297,25000000,8.364587,101.0,56489558,56.49,25.0,0,9.0,9.0,0,0,0,0,0
298,3000000,1.739182,89.0,9563393,9.56,3.0,0,7.0,15.0,0,0,0,0,0
299,9000000,1.8080900000000002,94.0,26055,0.03,9.0,0,15.0,5.0,0,0,0,0,0
300,11000000,15.750026,96.0,48572000,48.57,11.0,1,15.0,26.0,0,1,0,0,0
301,225000,1.533379,87.0,2850000,2.85,0.22,0,18.0,2.0,0,0,0,0,0
302,0,2.36594,105.0,2945242,2.95,0.0,0,11.0,6.0,0,0,0,0,0
303,0,5.385108,107.0,22886222,22.89,0.0,0,9.0,6.0,0,0,0,0,0
304,0,7.362552,101.0,6193901,6.19,0.0,1,17.0,12.0,0,1,0,0,0
305,100000000,14.922398999999999,167.0,193772504,193.77,100.0,0,30.0,38.0,1,0,0,0,0
306,100000000,12.36223,101.0,100086793,100.09,100.0,0,18.0,9.0,1,0,0,0,0
307,108000000,19.943929999999998,129.0,22678555,22.68,108.0,0,29.0,23.0,1,0,0,0,0
308,30000000,4.902869,104.0,21800302,21.8,30.0,0,11.0,23.0,0,0,0,0,0
309,26000000,7.867999,97.0,110230332,110.23,26.0,0,34.0,29.0,0,0,0,0,0
310,15000000,10.445867,96.0,8459458,8.46,15.0,0,19.0,25.0,0,0,0,0,0
311,9500000,8.59498,168.0,12250,0.01,9.5,0,23.0,8.0,1,0,0,0,0
312,16000000,1.7580790000000002,97.0,12,0.0,16.0,0,6.0,4.0,0,0,0,0,0
313,0,5.339887999999999,89.0,6297,0.01,0.0,0,10.0,1.0,0,0,0,0,0
314,175000000,19.148182000000002,109.0,350170057,350.17,175.0,1,41.0,25.0,1,1,1,0,0
315,55000000,11.672394,141.0,113020255,113.02,55.0,0,74.0,32.0,1,0,0,0,0
316,60000000,10.271517,88.0,118338361,118.34,60.0,0,13.0,57.0,0,0,1,0,0
317,115000000,15.232738000000001,109.0,286140700,286.14,115.0,0,24.0,118.0,0,0,0,0,0
318,20000000,9.570657,126.0,27793200,27.79,20.0,1,11.0,4.0,0,1,0,0,0
319,12000000,10.312016999999999,113.0,68706993,68.71,12.0,0,18.0,7.0,0,0,0,0,0
320,0,1.506457,96.0,750000,0.75,0.0,0,9.0,13.0,0,0,0,0,0
321,85000000,14.170182999999998,106.0,183018522,183.02,85.0,0,33.0,33.0,0,0,1,0,0
322,135000000,23.501228,156.0,532950503,532.95,135.0,0,19.0,124.0,1,0,1,0,0
323,90000000,9.112008,100.0,161626121,161.63,90.0,0,14.0,75.0,0,0,0,0,0
324,12000000,7.569698,83.0,5669831,5.67,12.0,0,6.0,2.0,0,0,0,0,0
325,71000000,9.439079,85.0,294456605,294.46,71.0,1,16.0,11.0,0,1,0,0,0
326,26000000,10.177303,102.0,116400000,116.4,26.0,0,24.0,72.0,0,0,0,0,0
327,40000000,8.062578,108.0,60965854,60.97,40.0,0,18.0,91.0,1,0,0,0,0
328,15000000,4.582024,117.0,20529194,20.53,15.0,0,7.0,10.0,1,0,0,0,0
329,100000000,15.088318,108.0,384335608,384.34,100.0,1,20.0,69.0,1,1,0,0,0
330,0,1.895489,100.0,5588800,5.59,0.0,0,10.0,4.0,0,0,1,0,0
331,23000000,10.861339,139.0,5837674,5.84,23.0,0,18.0,4.0,1,0,0,0,0
332,5000000,6.226054,97.0,346592,0.35,5.0,0,13.0,22.0,1,0,0,0,0
333,0,2.8700259999999997,132.0,3225000,3.22,0.0,0,18.0,18.0,0,0,0,0,0
334,1,0.43849,140.0,3,0.0,0.0,0,10.0,4.0,0,0,0,0,0
335,25000000,9.453942,124.0,38307627,38.31,25.0,0,14.0,2.0,1,0,0,0,0
336,75000000,17.852022,115.0,117698894,117.7,75.0,1,18.0,34.0,0,1,0,0,0
337,0,0.215013,116.0,9833553,9.83,0.0,0,4.0,1.0,0,0,0,0,0
338,30000000,9.783762,118.0,27610873,27.61,30.0,1,17.0,20.0,0,1,0,0,0
339,11000000,2.27258,124.0,2200000,2.2,11.0,0,10.0,17.0,0,0,0,0,0
340,0,11.576578,95.0,1289998,1.29,0.0,0,23.0,4.0,0,0,0,0,0
341,27000000,12.235391,115.0,60527873,60.53,27.0,1,18.0,15.0,0,1,0,0,0
342,0,0.7676310000000001,88.0,152810,0.15,0.0,0,9.0,4.0,1,0,0,0,0
343,0,1.021685,93.0,88000,0.09,0.0,0,6.0,2.0,0,0,0,0,0
344,60000000,11.234862,105.0,50549107,50.55,60.0,1,29.0,31.0,0,1,0,0,0
345,0,3.611453,113.0,14681192,14.68,0.0,1,13.0,1.0,0,1,0,0,0
346,36000000,14.575883,97.0,87416021,87.42,36.0,0,41.0,10.0,1,0,0,0,0
347,12,1.4103219999999999,84.0,1,0.0,0.0,0,24.0,8.0,0,0,1,0,0
348,1000000,11.267366,117.0,3301446,3.3,1.0,0,14.0,21.0,1,0,1,0,0
349,350000,2.96237,85.0,3515061,3.52,0.35,0,5.0,2.0,1,0,0,0,0
350,110000000,13.1984,107.0,121790373,121.79,110.0,0,18.0,63.0,1,0,0,0,0
351,7200000,12.00491,120.0,116019547,116.02,7.2,1,24.0,19.0,1,1,1,0,0
352,0,7.093984,96.0,9500000,9.5,0.0,0,9.0,2.0,0,0,0,0,0
353,7000000,2.483032,93.0,10229331,10.23,7.0,0,9.0,2.0,0,0,0,0,0
354,20500000,8.333525999999999,102.0,10089373,10.09,20.5,0,17.0,96.0,1,0,0,0,0
355,0,0.519968,99.0,393970,0.39,0.0,0,9.0,8.0,1,0,0,0,0
356,130000000,8.946242999999999,124.0,119269486,119.27,130.0,0,16.0,107.0,0,0,1,0,0
357,45000000,21.605760999999998,89.0,788241776,788.24,45.0,1,28.0,35.0,1,1,0,0,0
358,75000000,7.970031,99.0,14567883,14.57,75.0,0,19.0,49.0,1,0,0,0,0
359,65000000,12.738789,136.0,93525586,93.53,65.0,0,18.0,27.0,1,0,0,0,1
360,0,1.43679,87.0,3162153,3.16,0.0,0,4.0,7.0,1,0,1,0,0
361,2200000,1.132835,154.0,9700000,9.7,2.2,1,19.0,6.0,0,1,0,0,0
362,3300000,4.445867,120.0,5249225,5.25,3.3,0,34.0,5.0,0,0,0,0,0
363,15400000,8.400049000000001,123.0,25762027,25.76,15.4,0,14.0,36.0,0,0,0,0,0
364,90000000,11.3569,157.0,60289912,60.29,90.0,0,56.0,42.0,0,0,0,0,0
365,7000,7.15307,77.0,424760,0.42,0.01,0,19.0,6.0,1,0,0,0,0
366,12000000,7.883710000000001,99.0,101332962,101.33,12.0,0,10.0,15.0,1,0,0,0,0
367,0,8.150265,109.0,1644060,1.64,0.0,1,20.0,12.0,0,1,1,0,0
368,0,6.068689,98.0,3351735,3.35,0.0,0,21.0,8.0,0,0,0,0,0
369,3300000,5.840554,83.0,64110728,64.11,3.3,0,9.0,45.0,1,0,0,0,0
370,0,1.369216,112.0,1192322,1.19,0.0,0,12.0,2.0,0,0,0,0,0
371,13100000,1.417392,140.0,4100000,4.1,13.1,0,9.0,24.0,1,0,0,0,0
372,40000000,11.185625,106.0,91753202,91.75,40.0,1,19.0,52.0,0,1,0,0,0
373,4500000,6.5831610000000005,97.0,10609321,10.61,4.5,0,17.0,14.0,0,0,0,0,0
374,500000,2.884359,97.0,17000000,17.0,0.5,0,19.0,20.0,0,0,0,0,0
375,16000000,6.918821,112.0,17374595,17.37,16.0,0,17.0,22.0,0,0,0,0,0
376,30000000,5.1543730000000005,79.0,100491683,100.49,30.0,1,13.0,8.0,0,1,0,0,0
377,14000000,7.495853,115.0,5080409,5.08,14.0,0,44.0,43.0,0,0,0,0,0
378,35000000,11.836827,76.0,19478106,19.48,35.0,0,15.0,4.0,0,0,1,0,0
379,0,4.470369,97.0,830129,0.83,0.0,0,15.0,11.0,0,0,0,0,0
380,100000000,12.477872,143.0,170877916,170.88,100.0,0,22.0,87.0,0,0,0,0,0
381,74500000,5.3003029999999995,109.0,62172050,62.17,74.5,0,15.0,11.0,0,0,1,0,0
382,8000000,5.137903,98.0,2000000,2.0,8.0,0,15.0,12.0,0,0,0,0,0
383,0,8.543311,130.0,68929150,68.93,0.0,0,54.0,25.0,0,0,0,0,0
384,55000000,10.571434,163.0,100230832,100.23,55.0,0,73.0,44.0,0,0,0,0,0
385,25000000,10.19853,90.0,229736344,229.74,25.0,1,8.0,21.0,0,1,0,0,0
386,0,0.11813499999999999,92.0,12000,0.01,0.0,0,15.0,1.0,0,0,0,0,0
387,36000000,2.151436,189.0,1345903,1.35,36.0,0,6.0,19.0,0,0,0,0,0
388,20000000,4.850968,85.0,2128186,2.13,20.0,0,20.0,20.0,0,0,0,0,0
389,75000000,9.409379,106.0,195745823,195.75,75.0,0,26.0,11.0,0,0,0,0,0
390,6843500,3.8000730000000003,86.0,10703234,10.7,6.84,0,9.0,1.0,0,0,0,0,0
391,7075038,10.181000000000001,140.0,9868942,9.87,7.08,0,5.0,4.0,0,0,1,0,0
392,0,2.4044659999999998,89.0,126463,0.13,0.0,0,9.0,14.0,0,0,0,0,0
393,60000000,7.898202,89.0,129832389,129.83,60.0,1,20.0,12.0,0,1,0,0,0
394,18000000,6.693055,95.0,72179579,72.18,18.0,1,33.0,7.0,0,1,0,0,0
395,0,7.957389,87.0,900689,0.9,0.0,0,30.0,16.0,1,0,0,0,0
396,0,11.110533,74.0,32230907,32.23,0.0,0,7.0,21.0,1,0,0,0,0
397,0,2.6283060000000003,103.0,1919653,1.92,0.0,0,17.0,19.0,0,0,0,0,0
398,40000000,15.228794,112.0,75505856,75.51,40.0,0,15.0,59.0,0,0,1,0,0
399,13000000,5.305311,95.0,7820688,7.82,13.0,0,67.0,6.0,0,0,0,0,0
400,30000000,9.378926,98.0,58405313,58.41,30.0,0,20.0,14.0,1,0,0,0,0
401,3000000,0.904409,155.0,6000000,6.0,3.0,0,10.0,2.0,0,0,0,0,0
402,0,3.402261,100.0,8251,0.01,0.0,0,6.0,12.0,1,0,0,0,0
403,0,2.4697720000000003,93.0,1469,0.0,0.0,0,27.0,30.0,0,0,0,0,0
404,0,3.842769,105.0,8143225,8.14,0.0,0,10.0,45.0,0,0,0,0,0
405,17000000,7.4171570000000004,100.0,125586134,125.59,17.0,1,11.0,76.0,0,1,0,0,0
406,30000000,11.781895,102.0,14110589,14.11,30.0,0,15.0,43.0,0,0,0,0,0
407,19000000,7.923639,125.0,6682098,6.68,19.0,0,22.0,19.0,0,0,0,0,0
408,10000000,15.109260999999998,90.0,40485039,40.49,10.0,1,22.0,12.0,1,1,1,0,0
409,0,9.665142,115.0,4104962,4.1,0.0,0,13.0,11.0,0,0,0,0,0
410,18500000,21.761179000000002,137.0,183316455,183.32,18.5,1,26.0,38.0,0,1,0,0,0
411,87000000,7.851669,141.0,148336445,148.34,87.0,0,12.0,60.0,1,0,0,0,0
412,28000000,7.598422,115.0,97594140,97.59,28.0,0,21.0,15.0,0,0,0,0,0
413,800000,0.170979,83.0,966214,0.97,0.8,0,22.0,2.0,0,0,0,0,0
414,65000000,7.446085000000001,83.0,179379533,179.38,65.0,0,15.0,11.0,1,0,0,0,0
415,60000000,14.039654999999998,116.0,149705852,149.71,60.0,0,16.0,23.0,0,0,0,0,0
416,0,8.175019,130.0,69932387,69.93,0.0,0,6.0,12.0,1,0,0,0,0
417,0,11.258125,90.0,373530,0.37,0.0,0,17.0,14.0,0,0,1,0,0
418,2000000,14.379879,100.0,4601043,4.6,2.0,0,16.0,26.0,0,0,0,0,0
419,3750000,0.597058,155.0,5000000,5.0,3.75,0,5.0,9.0,1,0,0,0,0
420,30000000,11.43256,94.0,151119219,151.12,30.0,0,43.0,66.0,1,0,0,0,0
421,19000000,6.701138,91.0,40996665,41.0,19.0,1,9.0,12.0,0,1,0,0,0
422,2900000,10.92143,90.0,296557,0.3,2.9,0,29.0,16.0,1,0,0,0,0
423,26000000,7.254242,111.0,29657751,29.66,26.0,0,11.0,20.0,0,0,0,0,0
424,9000000,1.1399489999999999,100.0,706000,0.71,9.0,0,8.0,2.0,0,0,0,0,0
425,0,7.342410000000001,115.0,641100,0.64,0.0,0,19.0,6.0,0,0,0,0,0
426,6000000,5.414213,89.0,18197398,18.2,6.0,1,6.0,4.0,1,1,0,0,0
427,0,0.8252200000000001,84.0,2012927,2.01,0.0,0,22.0,18.0,1,0,0,0,0
428,810000,3.099222,106.0,1258000,1.26,0.81,0,9.0,12.0,0,0,0,0,0
429,40000000,16.94556,130.0,109676311,109.68,40.0,0,41.0,58.0,1,0,0,0,0
430,10000000,6.7377970000000005,116.0,3400278,3.4,10.0,0,70.0,24.0,1,0,0,0,0
431,13000000,12.994939,113.0,96060858,96.06,13.0,1,28.0,125.0,0,1,0,0,0
432,16000000,2.488424,113.0,109130,0.11,16.0,0,22.0,13.0,0,0,0,0,0
433,57000000,9.958406,123.0,147845033,147.85,57.0,0,14.0,10.0,0,0,0,0,0
434,13000000,6.862146000000001,104.0,11130889,11.13,13.0,0,60.0,16.0,1,0,1,0,0
435,0,7.7457899999999995,90.0,300859,0.3,0.0,0,8.0,20.0,0,0,1,0,0
436,0,9.266214,95.0,70918,0.07,0.0,0,4.0,9.0,0,0,0,0,0
437,40000000,8.739991,88.0,160583018,160.58,40.0,1,17.0,11.0,0,1,1,0,0
438,7000000,6.924072,108.0,50888000,50.89,7.0,0,16.0,45.0,0,0,0,0,0
439,762241,4.860265,140.0,285930,0.29,0.76,0,28.0,24.0,0,0,0,0,0
440,110000000,12.904677000000001,102.0,337580051,337.58,110.0,1,42.0,90.0,1,1,0,0,0
441,0,10.200553,94.0,1986615,1.99,0.0,0,17.0,33.0,1,0,0,0,0
442,0,2.1177029999999997,83.0,832735,0.83,0.0,0,4.0,10.0,1,0,0,0,0
443,0,6.473841999999999,103.0,4300000,4.3,0.0,0,38.0,14.0,0,0,0,0,0
444,10300000,6.165491,120.0,47748,0.05,10.3,0,27.0,19.0,0,0,0,0,0
445,0,1.693701,93.0,343786,0.34,0.0,0,19.0,3.0,0,0,0,0,0
446,14000000,8.226,97.0,875386,0.88,14.0,1,8.0,18.0,0,1,1,0,0
447,30000000,14.404764000000002,89.0,254134910,254.13,30.0,1,18.0,11.0,0,1,0,0,0
448,85000000,12.173291,124.0,315156409,315.16,85.0,0,38.0,100.0,0,0,0,0,0
449,80000000,4.9801910000000005,110.0,5989640,5.99,80.0,0,20.0,31.0,1,0,1,0,0
450,23000000,5.950792,111.0,12,0.0,23.0,0,11.0,26.0,0,0,0,0,0
451,0,6.402939,102.0,1787926,1.79,0.0,0,36.0,15.0,1,0,0,0,0
452,0,1.69425,116.0,1009620,1.01,0.0,0,7.0,1.0,0,0,0,0,0
453,5000000,6.546551,93.0,12534961,12.53,5.0,1,15.0,19.0,0,1,0,0,0
454,0,0.656215,101.0,3790493,3.79,0.0,0,5.0,1.0,0,0,0,0,0
455,0,9.128571,84.0,4910682,4.91,0.0,0,6.0,10.0,0,0,0,0,0
456,1288000,8.590813,130.0,6000000,6.0,1.29,0,25.0,37.0,0,0,0,0,0
457,250000,0.003013,82.0,340147,0.34,0.25,0,2.0,1.0,0,0,0,0,0
458,18000000,6.344961,94.0,88923251,88.92,18.0,1,38.0,18.0,0,1,0,0,0
459,7000000,6.950458,104.0,25405445,25.41,7.0,1,16.0,20.0,0,1,0,0,0
460,0,1.899468,124.0,203781,0.2,0.0,0,8.0,6.0,0,0,0,0,0
461,22000000,9.627676,110.0,147880543,147.88,22.0,0,15.0,9.0,1,0,0,0,0
462,90000000,14.374866,150.0,171120329,171.12,90.0,0,108.0,172.0,1,0,0,0,0
463,20000000,8.09806,124.0,126297830,126.3,20.0,0,23.0,8.0,0,0,0,0,0
464,3000000,2.4282790000000003,100.0,15369573,15.37,3.0,0,4.0,2.0,0,0,0,0,0
465,0,10.638289,121.0,18782400,18.78,0.0,0,9.0,7.0,0,0,0,0,0
466,17000000,11.673366,99.0,270000000,270.0,17.0,1,15.0,20.0,0,1,0,0,0
467,16500000,6.463883,108.0,13620075,13.62,16.5,0,22.0,16.0,0,0,0,0,0
468,16000000,12.260159,100.0,318982,0.32,16.0,0,23.0,17.0,0,0,0,0,0
469,13000000,9.231318,113.0,115103979,115.1,13.0,1,11.0,7.0,0,1,1,0,0
470,2000000,0.079856,120.0,1672730,1.67,2.0,0,2.0,0.0,0,0,0,0,0
471,35000000,23.947351,100.0,459270619,459.27,35.0,1,87.0,21.0,1,1,0,0,0
472,19000000,8.560694,99.0,174999005,175.0,19.0,0,15.0,54.0,0,0,0,0,0
473,15000000,1.652275,99.0,23000,0.02,15.0,0,9.0,2.0,0,0,0,0,0
474,25000000,4.037707,85.0,6500000,6.5,25.0,1,10.0,4.0,0,1,0,0,0
475,0,0.36809200000000003,120.0,1612100,1.61,0.0,0,9.0,1.0,1,0,0,0,0
476,18000000,2.471038,100.0,6375979,6.38,18.0,0,7.0,2.0,0,0,0,0,0
477,3200000,5.510288,100.0,4267218,4.27,3.2,0,29.0,8.0,0,0,0,0,0
478,20000000,6.679167999999999,92.0,22165608,22.17,20.0,1,10.0,57.0,0,1,1,0,0
479,0,8.450231,104.0,16589540,16.59,0.0,0,6.0,7.0,0,0,0,0,0
480,0,0.18271700000000002,91.0,1300000,1.3,0.0,0,12.0,2.0,0,0,0,0,0
481,10500000,1.9704810000000001,149.0,9400000,9.4,10.5,0,9.0,9.0,1,0,1,0,0
482,48000000,4.556123,132.0,35743308,35.74,48.0,0,17.0,6.0,0,0,0,0,0
483,13500000,3.531089,129.0,187674,0.19,13.5,0,17.0,4.0,1,0,0,0,0
484,0,2.183504,85.0,3335984,3.34,0.0,0,10.0,2.0,0,0,0,0,0
485,25000000,5.481452,122.0,15478800,15.48,25.0,0,18.0,75.0,1,0,0,0,0
486,60000000,7.685548,170.0,186883563,186.88,60.0,0,21.0,26.0,0,0,0,0,0
487,4500000,1.8331849999999998,65.0,3468423,3.47,4.5,1,3.0,3.0,1,1,1,0,0
488,9000000,27.756026000000002,104.0,108782847,108.78,9.0,1,41.0,64.0,0,1,0,0,0
489,250000,1.9245349999999999,85.0,609524,0.61,0.25,0,5.0,4.0,0,0,0,0,0
490,590235,8.888392999999999,92.0,1725381,1.73,0.59,0,12.0,30.0,1,0,0,0,0
491,35000000,5.80986,92.0,63215872,63.22,35.0,0,8.0,17.0,0,0,1,0,0
492,12000000,8.435294,95.0,66351,0.07,12.0,0,34.0,51.0,1,0,0,0,0
493,0,9.116245,110.0,37803872,37.8,0.0,0,17.0,9.0,0,0,0,0,0
494,2000000,2.300459,97.0,7306,0.01,2.0,0,10.0,2.0,1,0,0,0,0
495,25000000,10.323838,99.0,11838218,11.84,25.0,0,15.0,2.0,0,0,0,0,0
496,2800000,12.560941999999999,80.0,3600000,3.6,2.8,0,10.0,53.0,1,0,0,0,0
497,15000000,18.451321,84.0,44065653,44.07,15.0,0,15.0,9.0,0,0,1,0,0
498,0,0.91505,152.0,25,0.0,0.0,0,3.0,2.0,0,0,0,0,0
499,80000000,11.760218,89.0,473226958,473.23,80.0,1,22.0,9.0,0,1,0,0,0
500,0,7.872569,145.0,741766,0.74,0.0,0,11.0,8.0,0,0,0,0,0
501,57000000,11.82081,123.0,52034889,52.03,57.0,0,13.0,6.0,0,0,0,0,0
502,0,8.35399,104.0,316472,0.32,0.0,0,13.0,39.0,0,0,0,0,0
503,25000000,4.558992,128.0,13071518,13.07,25.0,0,78.0,3.0,0,0,0,0,0
504,0,10.460298,122.0,11750000,11.75,0.0,0,23.0,14.0,0,0,0,0,0
505,10000000,5.3584,109.0,10759,0.01,10.0,0,15.0,12.0,1,0,0,0,0
506,25000000,10.510245,104.0,6673422,6.67,25.0,0,16.0,14.0,1,0,0,0,0
507,60000000,8.462363999999999,131.0,102367405,102.37,60.0,1,31.0,106.0,0,1,0,0,0
508,60000,10.621362,84.0,3221152,3.22,0.06,0,13.0,10.0,1,0,0,0,0
509,6500000,9.312354,89.0,13865435,13.87,6.5,0,11.0,54.0,0,0,0,0,0
510,910000,18.211092999999998,108.0,9600000,9.6,0.91,0,22.0,11.0,0,0,0,0,0
511,22000000,9.863789,100.0,194647323,194.65,22.0,0,60.0,64.0,1,0,0,0,0
512,930000,11.096527,107.0,2500000,2.5,0.93,0,10.0,3.0,1,0,0,0,0
513,27000000,8.907074,99.0,101646581,101.65,27.0,1,15.0,15.0,0,1,0,0,0
514,0,6.6256070000000005,96.0,53447,0.05,0.0,1,13.0,3.0,1,1,0,0,0
515,12000000,5.875605999999999,99.0,21133087,21.13,12.0,1,12.0,8.0,0,1,0,0,0
516,2000000,0.570021,156.0,6000000,6.0,2.0,0,13.0,13.0,0,0,0,0,0
517,15000000,11.853019999999999,123.0,123726688,123.73,15.0,0,45.0,86.0,1,0,0,0,0
518,149000000,294.337037,141.0,820580447,820.58,149.0,1,0.0,0.0,1,1,1,0,0
519,32000000,8.074218,137.0,28258060,28.26,32.0,0,28.0,56.0,0,0,0,0,0
520,30000000,8.142166,108.0,18195610,18.2,30.0,0,20.0,21.0,1,0,0,0,0
521,0,1.380258,116.0,365522,0.37,0.0,0,15.0,12.0,0,0,0,0,0
522,10000000,7.412826,105.0,28883511,28.88,10.0,0,38.0,14.0,0,0,0,0,0
523,13000000,11.147039999999999,220.0,122700000,122.7,13.0,0,40.0,31.0,0,0,0,0,0
524,0,1.532894,181.0,8500000,8.5,0.0,0,16.0,14.0,0,0,0,0,0
525,4000000,6.780752000000001,99.0,25345000,25.34,4.0,0,11.0,8.0,0,0,1,0,0
526,20000000,8.34835,109.0,17425000,17.42,20.0,0,16.0,26.0,0,0,1,0,0
527,62000000,6.258666000000001,87.0,41819064,41.82,62.0,0,19.0,17.0,1,0,0,0,0
528,78146652,9.097953,125.0,60000000,60.0,78.15,0,34.0,52.0,1,0,0,0,0
529,28000000,6.053567,103.0,38159905,38.16,28.0,0,22.0,22.0,0,0,0,0,0
530,4100000,3.826281,135.0,36000000,36.0,4.1,1,24.0,15.0,0,1,0,0,0
531,0,6.316596,117.0,226286,0.23,0.0,0,7.0,6.0,1,0,0,0,0
532,18000000,6.41742,107.0,9697739,9.7,18.0,0,8.0,3.0,0,0,1,0,0
533,40000000,9.034929,107.0,126248813,126.25,40.0,1,12.0,63.0,0,1,1,0,0
534,4000000,4.661689,105.0,46474,0.05,4.0,0,8.0,8.0,1,0,0,0,0
535,45000000,11.221186,160.0,9323833,9.32,45.0,0,25.0,12.0,0,0,0,0,0
536,3000000,0.527297,113.0,19184015,19.18,3.0,0,1.0,10.0,0,0,0,0,0
537,75000000,13.249823999999998,136.0,335062621,335.06,75.0,0,26.0,30.0,0,0,1,0,0
538,48000000,14.788986999999999,127.0,474171806,474.17,48.0,1,51.0,46.0,1,1,1,0,0
539,0,4.3981699999999995,87.0,621951,0.62,0.0,0,7.0,2.0,1,0,0,0,0
540,150000000,11.30428,111.0,128388320,128.39,150.0,0,19.0,22.0,0,0,1,0,0
541,6900000,6.8652,102.0,7993039,7.99,6.9,0,17.0,8.0,0,0,0,0,0
542,65000000,11.023042,100.0,40002112,40.0,65.0,1,11.0,78.0,0,1,0,0,0
543,79000000,29.423537,179.0,926287400,926.29,79.0,1,34.0,36.0,1,1,1,0,1
544,8000000,0.537378,149.0,20000000,20.0,8.0,0,11.0,10.0,0,0,0,0,0
545,5800000,0.906143,95.0,7000000,7.0,5.8,0,32.0,28.0,1,0,1,0,0
546,30000000,11.066473,125.0,105834556,105.83,30.0,0,14.0,25.0,0,0,0,0,0
547,3500000,5.732016000000001,93.0,16324573,16.32,3.5,0,21.0,23.0,0,0,0,0,0
548,9000000,10.182974,99.0,81705746,81.71,9.0,1,15.0,3.0,1,1,0,0,0
549,0,0.769595,180.0,238073,0.24,0.0,1,4.0,1.0,1,1,0,0,0
550,13000000,9.142772,81.0,97837138,97.84,13.0,0,10.0,12.0,0,0,0,0,0
551,49000000,30.206365,120.0,104399548,104.4,49.0,0,45.0,50.0,1,0,0,0,0
552,40000000,10.939066,98.0,141591324,141.59,40.0,0,11.0,117.0,1,0,0,0,0
553,0,4.769347,96.0,11081586,11.08,0.0,0,11.0,9.0,0,0,0,0,0
554,14500000,9.298092,108.0,95789342,95.79,14.5,0,38.0,8.0,0,0,0,0,0
555,0,4.854436,90.0,600000,0.6,0.0,0,41.0,22.0,0,0,1,0,0
556,0,0.23999299999999998,112.0,4878242,4.88,0.0,0,10.0,27.0,1,0,1,0,0
557,8500000,5.590678,96.0,22456509,22.46,8.5,0,16.0,23.0,0,0,0,0,0
558,23000000,7.528275999999999,106.0,46152411,46.15,23.0,0,27.0,9.0,1,0,0,0,0
559,2700000,10.246132000000001,118.0,37799643,37.8,2.7,1,9.0,13.0,0,1,1,0,0
560,0,1.282833,98.0,16136,0.02,0.0,0,8.0,2.0,1,0,0,0,0
561,0,12.34835,96.0,1600000,1.6,0.0,0,56.0,17.0,1,0,0,0,0
562,75000000,11.134888,99.0,196482882,196.48,75.0,0,55.0,108.0,0,0,0,0,0
563,20000000,8.066726,100.0,36606743,36.61,20.0,0,27.0,24.0,1,0,0,0,0
564,0,0.6996680000000001,120.0,930349,0.93,0.0,1,35.0,12.0,0,1,0,0,0
565,0,3.9395569999999998,101.0,81010,0.08,0.0,0,9.0,2.0,0,0,0,0,0
566,12000000,4.73816,167.0,7900000,7.9,12.0,0,24.0,11.0,0,0,1,0,0
567,40000000,6.322435,91.0,36893721,36.89,40.0,0,17.0,19.0,1,0,0,0,0
568,12000000,10.159713,100.0,17768012,17.77,12.0,0,18.0,71.0,0,0,0,0,0
569,18000000,4.29831,118.0,3900000,3.9,18.0,0,8.0,11.0,0,0,0,0,0
570,5000000,17.656951,113.0,82719885,82.72,5.0,1,22.0,36.0,0,1,0,0,0
571,7000000,11.00913,89.0,16829545,16.83,7.0,1,27.0,88.0,1,1,0,0,0
572,80000000,9.554067,117.0,74901339,74.9,80.0,0,20.0,80.0,0,0,0,0,0
573,1000000,3.374229,97.0,10013424,10.01,1.0,0,9.0,21.0,0,0,0,0,0
574,35000000,10.754139,123.0,211952420,211.95,35.0,1,18.0,5.0,0,1,0,0,0
575,0,12.50303,130.0,20710451,20.71,0.0,0,18.0,9.0,0,0,0,0,0
576,16000000,8.899417999999999,96.0,48878502,48.88,16.0,1,21.0,60.0,0,1,0,0,0
577,0,8.665106,86.0,7800000,7.8,0.0,0,20.0,16.0,0,0,1,0,0
578,16000000,14.906621,114.0,12434778,12.43,16.0,0,35.0,12.0,0,0,0,0,0
579,0,1.033927,88.0,88,0.0,0.0,0,15.0,15.0,0,0,0,0,0
580,0,2.858879,82.0,8033397,8.03,0.0,0,16.0,18.0,0,0,0,0,0
581,0,6.785735000000001,116.0,461162,0.46,0.0,0,25.0,15.0,0,0,0,0,0
582,20000000,9.351557000000001,135.0,4001121,4.0,20.0,0,18.0,16.0,1,0,0,0,0
583,19000000,15.339153,108.0,25836616,25.84,19.0,1,33.0,117.0,1,1,0,0,0
584,0,0.773954,116.0,1083282,1.08,0.0,0,9.0,11.0,0,0,0,0,0
585,10400000,8.792104,161.0,310000000,310.0,10.4,0,9.0,27.0,0,0,0,0,0
586,1500000,0.446454,162.0,4400000,4.4,1.5,0,7.0,1.0,0,0,0,0,0
